Code,Zone,Type,YearFreq,MinMag,Bval,Lat,Lon,Dep,Desc
CJPS_CRUST_1_163,1,CRUST,0.000396403,4.98,0.9,44.9,140.4,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_164,1,CRUST,0.000397647,4.98,0.9,44.9,140.5,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_165,1,CRUST,0.000398557,4.98,0.9,44.9,140.6,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_166,1,CRUST,0.000398427,4.98,0.9,44.9,140.7,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_167,1,CRUST,0.000397171,4.98,0.9,44.9,140.8,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_168,1,CRUST,0.000403281,4.98,0.9,44.8,139.2,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_169,1,CRUST,0.00040274,4.98,0.9,44.8,139.3,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_170,1,CRUST,0.000402667,4.98,0.9,44.8,139.4,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_171,1,CRUST,0.00040292,4.98,0.9,44.8,139.5,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_172,1,CRUST,0.000403105,4.98,0.9,44.8,139.6,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_173,1,CRUST,0.000402843,4.98,0.9,44.8,139.7,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_174,1,CRUST,0.00040198,4.98,0.9,44.8,139.8,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_175,1,CRUST,0.000400607,4.98,0.9,44.8,139.9,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_176,1,CRUST,0.000398995,4.98,0.9,44.8,140.0,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_177,1,CRUST,0.000397514,4.98,0.9,44.8,140.1,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_178,1,CRUST,0.000396501,4.98,0.9,44.8,140.2,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_179,1,CRUST,0.000396089,4.98,0.9,44.8,140.3,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_180,1,CRUST,0.000396164,4.98,0.9,44.8,140.4,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_181,1,CRUST,0.000396437,4.98,0.9,44.8,140.5,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
CJPS_CRUST_1_182,1,CRUST,0.000396562,4.98,0.9,44.8,140.6,3.0,"GR(min=4.98,max=7.32,beta=2.07232658369)"
