,# MNO,JLG,JLA,WLG,WLA,FRQ,BVL,MMN,ANO,DEP,STR,DIP
171,172,139.604,44.798,139.6,44.8,0.000403105,0.9,5.0,1,3.0,0.0,90.0
172,173,139.704,44.798,139.7,44.8,0.000402843,0.9,5.0,1,3.0,0.0,90.0
173,174,139.804,44.798,139.8,44.8,0.00040198,0.9,5.0,1,3.0,0.0,90.0
174,175,139.904,44.798,139.9,44.8,0.000400607,0.9,5.0,1,3.0,0.0,90.0
175,176,140.004,44.798,140.0,44.8,0.000398995,0.9,5.0,1,3.0,0.0,90.0
176,177,140.104,44.798,140.1,44.8,0.000397514,0.9,5.0,1,3.0,0.0,90.0
177,178,140.204,44.798,140.2,44.8,0.000396501,0.9,5.0,1,3.0,0.0,90.0
178,179,140.304,44.798,140.3,44.8,0.000396089,0.9,5.0,1,3.0,0.0,90.0
179,180,140.404,44.798,140.4,44.8,0.000396164,0.9,5.0,1,3.0,0.0,90.0
180,181,140.504,44.798,140.5,44.8,0.000396437,0.9,5.0,1,3.0,0.0,90.0
181,182,140.604,44.798,140.6,44.8,0.000396562,0.9,5.0,1,3.0,0.0,90.0
182,183,140.704,44.798,140.7,44.8,0.000396276,0.9,5.0,1,3.0,0.0,90.0
183,184,140.804,44.798,140.8,44.8,0.000395578,0.9,5.0,1,3.0,0.0,90.0
184,185,139.104,44.698,139.1,44.7,0.000428563,0.9,5.0,1,3.0,0.0,90.0
185,186,139.204,44.698,139.2,44.7,0.000423937,0.9,5.0,1,3.0,0.0,90.0
186,187,139.304,44.698,139.3,44.7,0.000418649,0.9,5.0,1,3.0,0.0,90.0
187,188,139.404,44.698,139.4,44.7,0.000413657,0.9,5.0,1,3.0,0.0,90.0
188,189,139.504,44.698,139.5,44.7,0.000409605,0.9,5.0,1,3.0,0.0,90.0
189,190,139.604,44.698,139.6,44.7,0.000406479,0.9,5.0,1,3.0,0.0,90.0
190,191,139.704,44.698,139.7,44.7,0.000403862,0.9,5.0,1,3.0,0.0,90.0
191,192,139.804,44.698,139.8,44.7,0.000401491,0.9,5.0,1,3.0,0.0,90.0
192,193,139.904,44.698,139.9,44.7,0.000399486,0.9,5.0,1,3.0,0.0,90.0
193,194,140.004,44.698,140.0,44.7,0.000398108,0.9,5.0,1,3.0,0.0,90.0
194,195,140.104,44.698,140.1,44.7,0.000397439,0.9,5.0,1,3.0,0.0,90.0
195,196,140.204,44.698,140.2,44.7,0.000397299,0.9,5.0,1,3.0,0.0,90.0
196,197,140.304,44.698,140.3,44.7,0.000397347,0.9,5.0,1,3.0,0.0,90.0
197,198,140.404,44.698,140.4,44.7,0.000397351,0.9,5.0,1,3.0,0.0,90.0
198,199,140.504,44.698,140.5,44.7,0.000397296,0.9,5.0,1,3.0,0.0,90.0
199,200,140.604,44.698,140.6,44.7,0.000397288,0.9,5.0,1,3.0,0.0,90.0
200,201,140.704,44.698,140.7,44.7,0.000397405,0.9,5.0,1,3.0,0.0,90.0
201,202,140.804,44.698,140.8,44.7,0.0003977,0.9,5.0,1,3.0,0.0,90.0
202,203,139.104,44.598,139.1,44.6,0.000480292,0.9,5.0,1,3.0,0.0,90.0
203,204,139.204,44.598,139.2,44.6,0.00046844,0.9,5.0,1,3.0,0.0,90.0
204,205,139.304,44.598,139.3,44.6,0.000453111,0.9,5.0,1,3.0,0.0,90.0
205,206,139.404,44.598,139.4,44.6,0.000436886,0.9,5.0,1,3.0,0.0,90.0
206,207,139.504,44.598,139.5,44.6,0.000422621,0.9,5.0,1,3.0,0.0,90.0
207,208,139.604,44.598,139.6,44.6,0.000412007,0.9,5.0,1,3.0,0.0,90.0
208,209,139.704,44.598,139.7,44.6,0.000405038,0.9,5.0,1,3.0,0.0,90.0
209,210,139.804,44.598,139.8,44.6,0.000400797,0.9,5.0,1,3.0,0.0,90.0
210,211,139.904,44.598,139.9,44.6,0.000398468,0.9,5.0,1,3.0,0.0,90.0
211,212,140.004,44.598,140.0,44.6,0.00039756,0.9,5.0,1,3.0,0.0,90.0
212,213,140.104,44.598,140.1,44.6,0.000397643,0.9,5.0,1,3.0,0.0,90.0
213,214,140.204,44.598,140.2,44.6,0.000398211,0.9,5.0,1,3.0,0.0,90.0
214,215,140.304,44.598,140.3,44.6,0.000398774,0.9,5.0,1,3.0,0.0,90.0
