Code,Name,ProcessType,Process,MagnitudeType,Magnitude,ShapeType,Shape
F01280B,Oita-heiya-Yufuin fault zone (All segment),MultiSegmentProcess,"MULTI(F012803,F012804)",CharacteristicMag,CHAR(mag=6.9),MultiPlaneShape,"MULTIPOLYGON (((131.747 33.261, 131.4102316639535 33.32034204133058, 131.4257559619612 33.38194164036272, 131.7625242980077 33.32259959903214, 131.747 33.261)), ((131.452 33.285, 131.2604811197014 33.26107292454234, 131.2493500741977 33.32333395795858, 131.4408689544964 33.34726103341624, 131.452 33.285)))"
F01280A,Beppu-wan-Hijiu fault zone (All segment),MultiSegmentProcess,"MULTI(F012801,F012802)",CharacteristicMag,CHAR(mag=7.2),MultiPlaneShape,"MULTIPOLYGON (((131.492 33.299, 132.0065066369554 33.33662290041578, 132.0130711054199 33.27390994131708, 131.4985644684645 33.23628704090131, 131.492 33.299)), ((131.129 33.318, 131.5164383913454 33.318, 131.5164383913454 33.25504748758569, 131.129 33.25504748758569, 131.129 33.318)))"
G030191,Kagoshimawan-toen fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((130.802 31.699, 130.8193093739621 31.64896155651851, 130.8166548535795 31.64829684032943, 130.7993454796174 31.69833528381093, 130.802 31.699)), ((130.82 31.649, 130.7632210609214 31.55960717270702, 130.7607882931267 31.5607269342724, 130.8175672322052 31.65011976156538, 130.82 31.649)))"
G030190,Minamata fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.417 32.201, 130.3498410068783 32.12558583220886, 130.3483596633402 32.12653040051796, 130.4155186564619 32.2019445683091, 130.417 32.201)))"
G030193,Ikedako-nishi fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.583 31.27, 130.5246712954928 31.20061919515327, 130.5231800703681 31.2015350821187, 130.5815087748753 31.27091588696542, 130.583 31.27)))"
G030192,Kagoshimawan-seien fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((130.61 31.65, 130.5300486577901 31.53352945903279, 130.5276608138808 31.5347172678765, 130.6076121560907 31.65118780884372, 130.61 31.65)))"
F012802,Beppu-wan-Hijiu fault zone/Western segment,BrownianPTProcess,"BPT(mu=13000.0,t0=7300.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((131.129 33.318, 131.5164383913454 33.318, 131.5164383913454 33.25504748758569, 131.129 33.25504748758569, 131.129 33.318)))"
F012803,Oita-heiya-Yufuin fault zone/Eastern segment,BrownianPTProcess,"BPT(mu=2300.0,t0=2200.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((131.747 33.261, 131.4102316639535 33.32034204133058, 131.4257559619612 33.38194164036272, 131.7625242980077 33.32259959903214, 131.747 33.261)))"
F012801,Beppu-wan-Hijiu fault zone/Eastern segment,BrownianPTProcess,"BPT(mu=1300.0,t0=421.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((131.492 33.299, 132.0065066369554 33.33662290041578, 132.0130711054199 33.27390994131708, 131.4985644684645 33.23628704090131, 131.492 33.299)))"
F012806,Kuenohirayama-Kameishiyama fault zone,BrownianPTProcess,"BPT(mu=4300.0,t0=817.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((131.373 33.18, 130.9670707950901 33.21690793852446, 130.9751941152123 33.27949223942562, 131.3811233201222 33.24258430090116, 131.373 33.18)))"
F012804,Oita-heiya-Yufuin fault zone part/Western segment,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((131.452 33.285, 131.2604811197014 33.26107292454234, 131.2493500741977 33.32333395795858, 131.4408689544964 33.34726103341624, 131.452 33.285)))"
F012805,Noinedake-Haneyama fault zone,BrownianPTProcess,"BPT(mu=4000.0,t0=3900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((130.962 33.218, 131.3274952705143 33.218, 131.3274952705143 33.15504748758569, 130.962 33.15504748758569, 130.962 33.218)))"
F001802,Yamagata-bonchi fault zone (Southern segment),PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((140.236 38.409, 140.21038115719 38.12191811082033, 140.0646597658144 38.12990278231464, 140.0902786086244 38.41698467149431, 140.236 38.409)))"
F009901,Sarobetsu fault zone,BrownianPTProcess,"BPT(mu=4000.0,t0=5100.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((141.9 44.856, 141.6818904442395 45.22024515734765, 141.8639331259415 45.2750218965711, 142.082042681702 44.91077673922345, 141.9 44.856)))"
F001801,Yamagata-bonchi fault zone (Northern segment),BrownianPTProcess,"BPT(mu=2500.0,t0=3900.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((140.332 38.676, 140.2367430553837 38.41665497637018, 140.0958023431591 38.4482057933715, 140.1910592877754 38.70755081700132, 140.332 38.676)))"
G030176,Kinwan-segan fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((127.808 26.429, 127.8741580550716 26.34532740082958, 127.8725845490294 26.34432973780028, 127.8064264939578 26.42800233697069, 127.808 26.429)))"
G030175,Okinoerabu-jima fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((128.7 27.43, 128.6171018397329 27.38148419612634, 128.6158363685023 27.38318761336501, 128.6987345287694 27.43170341723867, 128.7 27.43)), ((128.617 27.381, 128.5891442122982 27.38571844981307, 128.5895747823878 27.38772270125796, 128.6174305700896 27.3830042514449, 128.617 27.381)))"
G030174,Kikai-jima fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((130.025 28.371, 129.9403797462201 28.27396674719297, 129.9383985007072 28.27530440648051, 130.0230187544871 28.37233765928754, 130.025 28.371)))"
G030173,Yaku-shima-nangan fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.46),MultiPlaneShape,"MULTIPOLYGON (((130.634 30.289, 130.5784468210659 30.24685768304429, 130.5766473307155 30.24862638338817, 130.6322005096496 30.29076870034389, 130.634 30.289)), ((130.579 30.247, 130.4640554347938 30.23673876603214, 130.4637752914703 30.23908059380781, 130.5787198566765 30.24934182777567, 130.579 30.247)))"
G030172,Tanega-shima-hokubu fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((131.072 30.683, 130.9862284073598 30.78834540187051, 130.9883213822064 30.78960574756693, 131.0740929748466 30.68426034569642, 131.072 30.683)))"
G030078,Suzugasawa fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((137.676 35.325, 137.7689945421071 35.28380455847474, 137.7680766197617 35.28242522635077, 137.6750820776546 35.32362066787604, 137.676 35.325)))"
G030079,Shirosu-toge fault zone,PoissonProcess,P(lmbd=0.001),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((137.456 35.8, 137.3826977316659 35.73014347892234, 137.3812240320913 35.73116072424771, 137.4545263004254 35.80101724532537, 137.456 35.8)))"
G030076,Hiraoka fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.54),MultiPlaneShape,"MULTIPOLYGON (((137.94 35.325, 137.74972251464 35.22723766173621, 137.7481848533356 35.22922985339981, 137.9384623386956 35.3269921916636, 137.94 35.325)))"
G030074,Chuo-kozosen-Akaishi-sanchi-seien fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=7.09),MultiPlaneShape,"MULTIPOLYGON (((138.036 35.535, 137.8265954144897 35.10240303072968, 137.8239036026971 35.10326588417475, 138.0333081882074 35.53586285344505, 138.036 35.535)))"
G030075,Shimoina-ryuto fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.7),MultiPlaneShape,"MULTIPOLYGON (((137.967 35.579, 137.8399015378349 35.35630727167696, 137.8372759076929 35.35729851584087, 137.964374369858 35.57999124416391, 137.967 35.579)))"
G030072,Nihondaira fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((138.432 34.948, 138.440293924911 34.99517673892245, 138.442568237623 34.99490810600591, 138.4342743127119 34.94773136708346, 138.432 34.948)), ((138.44 34.995, 138.4889500418674 35.03876126294414, 138.4906451337136 35.03748882990308, 138.4416950918461 34.99372756695895, 138.44 34.995)))"
G030073,Hatanagi-san fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.31),MultiPlaneShape,"MULTIPOLYGON (((138.21 35.44, 138.1452525734832 35.33465867862804, 138.143013244423 35.33557228286967, 138.2077606709398 35.44091360424163, 138.21 35.44)))"
G030070,Daruma-yama fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((138.82 35.02, 138.8037913192638 34.94471899435339, 138.8017151728629 34.94501879548027, 138.8179238535991 35.02029980112688, 138.82 35.02)), ((138.804 34.944, 138.8167108564915 34.92933875923433, 138.8149940193 34.92833863846957, 138.8022831628086 34.94299987923525, 138.804 34.944)))"
G030178,Yonaguni-jima fault zone,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((123.043 24.46, 122.9374962071973 24.4454761205576, 122.9372125806528 24.44718319448851, 123.0427163734555 24.46170707393091, 123.043 24.46)))"
G030128,Akenobe-hoppo fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.23),MultiPlaneShape,"MULTIPOLYGON (((134.739 35.316, 134.6094721080529 35.28043097221568, 134.6087358819186 35.28221603633676, 134.7382637738657 35.31778506412108, 134.739 35.316)))"
G030129,Hikihara fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.15),MultiPlaneShape,"MULTIPOLYGON (((134.574 35.281, 134.5385481443081 35.20061533160917, 134.5367391322525 35.2011469918241, 134.5721909879444 35.28153166021492, 134.574 35.281)))"
F012601,Minou fault zone,BrownianPTProcess,"BPT(mu=14000.0,t0=1338.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((130.853 33.334, 130.5308620122213 33.31517994880277, 130.5256059263067 33.37797911206081, 130.8477439140854 33.39679916325805, 130.853 33.334)))"
F014521,Ota fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.46)",MultiPlaneShape,"MULTIPOLYGON (((139.319 36.378, 139.4172829351518 36.21647687968153, 139.2896088744901 36.16611926324492, 139.1913259393382 36.32764238356338, 139.319 36.378)))"
F019601,Tsutsuga falult,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((132.509 34.763, 132.0178257896768 34.40475008733563, 132.0155425705582 34.4068627356267, 132.5067167808814 34.76511264829107, 132.509 34.763)))"
F006501,Biwako-seigan fault zone (Northern part),PoissonProcess,P(lmbd=0.001),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((135.993 35.48, 135.9879116453577 35.26420259075647, 135.847371556939 35.26640002510005, 135.8524599115813 35.48219743434358, 135.993 35.48)))"
F001201,Noshiro fault zone,BrownianPTProcess,"BPT(mu=1900.0,t0=323.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.62)",MultiPlaneShape,"MULTIPOLYGON (((139.999 40.078, 140.0348423088227 40.29208770472287, 140.1832249499381 40.27754326026089, 140.1473826411154 40.06345555553803, 139.999 40.078)))"
F019901,Sakaedani fault,PoissonProcess,P(lmbd=0.0),CharacteristicMag,CHAR(mag=6.38),MultiPlaneShape,"MULTIPOLYGON (((131.895 34.158, 131.7832958804142 34.03622278394323, 131.7329625740001 34.06783705265779, 131.8446666935859 34.18961426871456, 131.895 34.158)))"
F01770A,Yamasaki fault zone (Main part Northwestern/Southeastern segment),MultiSegmentProcess,"MULTI(F017701,F017702)",CharacteristicMag,CHAR(mag=7.3),MultiPlaneShape,"MULTIPOLYGON (((134.748 34.88, 134.2554957656905 35.14945113402491, 134.2574065685524 35.151801536462, 134.7499108028619 34.88235040243711, 134.748 34.88)), ((135.02 34.78, 134.7512006194075 34.9645982440892, 134.7534069968153 34.9667656074023, 135.0222063774078 34.7821673633131, 135.02 34.78)))"
F017702,Yamasaki fault zone (Main part/Southeastern segment),BrownianPTProcess,"BPT(mu=3900.0,t0=1717.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((135.02 34.78, 134.7512006194075 34.9645982440892, 134.7534069968153 34.9667656074023, 135.0222063774078 34.7821673633131, 135.02 34.78)))"
F017701,Yamasaki fault zone (Main part/Northwestern segment),BrownianPTProcess,"BPT(mu=1800.0,t0=1149.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.85)",MultiPlaneShape,"MULTIPOLYGON (((134.748 34.88, 134.2554957656905 35.14945113402491, 134.2574065685524 35.151801536462, 134.7499108028619 34.88235040243711, 134.748 34.88)))"
F010202,Takada-heiya-toen fault zone,BrownianPTProcess,"BPT(mu=2300.0,t0=3500.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.7)",MultiPlaneShape,"MULTIPOLYGON (((138.359 36.962, 138.4931819410234 37.18984454501269, 138.6433418874597 37.13338510232702, 138.5091599464363 36.90554055731433, 138.359 36.962)))"
F010201,Takada-heiya-seien fault zone,BrownianPTProcess,"BPT(mu=2200.0,t0=266.0,alph=0.24)",GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((138.19 37.296, 138.1994697222989 37.00831570212306, 138.0556306379973 37.00531935896316, 138.0461609156984 37.2930036568401, 138.19 37.296)))"
F017801,Chojagahara-Yoshii fault,PoissonProcess,P(lmbd=0.0),GutenbergRichter,"GR(min=6.38,b_val=0.9,max=6.77)",MultiPlaneShape,"MULTIPOLYGON (((133.487 34.67, 133.239141866313 34.46686222255516, 133.236717127057 34.4688633950196, 133.4845752607441 34.67200117246444, 133.487 34.67)))"
